ranking,title,artist,album,likes,date,lyrics
1810,Outro : Her,방탄소년단,LOVE YOURSELF 承 `Her`,"122,358",2017.09.18,"The world is a complex<br/>We wus lookin' for love<br/>나도 그냥 그런 사람들 중 하나였어<br/>진짜 사랑인지 뭔지<br/>믿지도 않으면서<br/>습관처럼 사랑하고 싶다 지껄였던<br/>But I found myself<br/>The whole new myself<br/>나도 헷갈려 대체 어떤 게 진짜 난지<br/>널 만나고 내가 책이란 걸 안 걸까<br/>아님 니가 내 책장을 넘긴 걸까<br/>Damn<br/>어쨌든 난 네게 최고의 남자길 원해<br/>아마 당연해 넌 내게<br/>이 세계 그 자체였기에<br/>죽을 거면 꼭 나와 같이 죽겠다던 때<br/>니가 원하는 내가 되기로<br/>God I swore to myself<br/>So many complex<br/>But I'm lookin' for love<br/>가짜 나라도 좋아 니가 안아준다면<br/>넌 내게 시작이자 결말 자체니까<br/>니가 날 끝내주라<br/>내 모든 wonder<br/>에 대한 answer<br/>I call you her her<br/>Cuz you're my tear tear<br/>내 모든 wonder<br/>에 대한 answer<br/>I call you her her<br/>Cuz you're my tear tear<br/>어쩌면 나는<br/>너의 진실이자 거짓일지 몰라<br/>어쩌면 당신의 사랑이자 증오<br/>어쩌면 나는 너의 원수이자 벗<br/>당신의 천국이자 지옥<br/>때론 자랑이자 수모<br/>난 절대 가면을 벗지 못해<br/>이 가면 속의 난<br/>니가 아는 걔가 아니기에<br/>오늘도 make up to wake up<br/>and dress up to mask on<br/>당신이 사랑하는 내가 되기 위해<br/>당신이 사랑하는 걔가 되기 위해서<br/>그 좋아하던 XX도 끊었지<br/>그저 당신을 위해서<br/>싫어하는 옷도 과도한 메이크업도<br/>당신의 웃음과 행복이<br/>곧 내 행복의 척도<br/>이런 내가 이런 내가<br/>당신의 사랑 받을 자격 있을까<br/>언제나 당신의<br/>최고가 되기 위해 노력을 해<br/>이런 모습은 몰랐음 해<br/>내 모든 wonder<br/>에 대한 answer<br/>I call you her her<br/>Cuz you're my tear tear<br/>내 모든 wonder<br/>에 대한 answer<br/>I call you her her<br/>Cuz you're my tear tear<br/>늘 그랬듯이 mask on<br/>환호로 날 반겨주는 her<br/>그대만의 별<br/>아무 일 없이 빛나면서도<br/>가장 빛나야 할 시간에<br/>난 mask off<br/>Lost star<br/>내 짐을 내려놔 어둠을 즐겨<br/>죽일 듯이 쏴대는<br/>조명도 없으니 ye<br/>그저 맘 가는 대로<br/>감 닿는 대로 날 안 잡는 대로<br/>Tick tock the dark is over<br/>다시 너의 최고가 되기 위해<br/>내 자신을 붙잡어<br/>사랑은 사람을 미치게 해<br/>그래 미친놈의 각오<br/>가장 나다운 식에 대입을 하고<br/>전부인 너를 위해<br/>내가 내린 해답을 줘<br/>그걸 사랑해주는 너<br/>그로 인해 노력하는 나<br/>니 존재로 새로운 의미를 찾고<br/>빛을 내는 밤<br/>난 알았어 어둠이 끝나도<br/>내겐 넌 아침이란 걸<br/>You woke me up<br/>내 모든 wonder<br/>에 대한 answer<br/>I call you her her<br/>Cuz you're my tear tear<br/>내 모든 wonder<br/>에 대한 answer<br/>I call you her her<br/>Cuz you're my tear tear<br/>
"
1811,"Talk (Feat. 빈첸 (VINXEN), Sogumm, 장석훈)",dress,Talk,"4,189",2019.06.21,"When you are feeling low<br/>Send you a kakaotalk<br/>When I’m feeling low<br/>Send you a kakaotalk<br/>그러다 우리 시간이 맞으면 만나면 돼<br/>네가 시간이 없으면<br/>내가 맞추면 돼<br/>맞추면 돼<br/>너가 시간이 없다면 <br/>내 시간을 줄여서<br/>너 자는 시간에 내가 밤을새 <br/>작업을 하면은 돼 <br/>babe yeah ma babe<br/>너가 일이 없는 날에 <br/>우리 둘의 대화에도<br/>1이 있을 일이 없을 거야 <br/>믿어봐 보여줄게 <br/>babe yeah text me babe<br/>어디야 기분이 안 좋아 보여<br/>너가 내게 해준 것처럼 널 안아줄게 <br/>주소만 하나 보내줘 가서 기다릴게<br/>그러다 우리 시간이 맞으면 만나면 돼<br/>네가 시간이 없으면<br/>내가 맞추면 돼<br/>맞추면 돼<br/>When I’m feeling low<br/>Send me a kakaotalk<br/>When I’m feeling low<br/>Send you a kakaotalk<br/>Can you send me message<br/>시간이 남을 때<br/>내게 전화해 아니면 <br/>카톡해<br/>Can you can you<br/>Can you send me message<br/>시간이 남을 때<br/>내게 전화해 아니면 <br/>카톡해<br/>Can you can you<br/>You’ve been busy for awhile<br/>busy for awhile now<br/>busy for awhile<br/>busy for awhile now<br/>busy for awhile<br/>busy for awhile now<br/>busy for awhile awhile<br/>못 읽은 카톡이 너무 많어<br/>자기 전에 몰아서 읽어<br/>Why won’t you stay <br/>awake with me just for awhile<br/>
"
1812,187 (Feat. 임성현),BILL STAX (빌스택스),쇼미더머니3 Part 3,"16,467",2014.08.22,"CODE NAME 187<br/>CODE NAME 187 서울city <br/>내 콜로세움<br/>피튀어 가면서 홀로세운 나의 경력 <br/>but i got no gold medal<br/>온동네를 피로 적셔 <br/>자비따위는 필요없어<br/>날 갖고 놀면은 그리게될꺼야 <br/>침대위에 노란 지도 Fucker<br/>한손엔 mic 또 <br/>다른 한손엔 아들래미손<br/>내 반쪽의 삶 꼭 쥐고서 둘이 <br/>행복을 찾아서 달려 <br/>우린 필요해 만보계가 <br/>만억조경해 양보계가<br/>저 모든 숫잘 영원히 반복해 난 <br/>천국과 지옥 양쪽에 다가 <br/>내 친구들을 심어놓고 낭독해 자<br/>난 죽을 준비됐어 <br/>이기고 싶다면 더 세게 쳐봐<br/>난 죽을 준비됐어<br/>자신 없다면 길을 막지마 <br/>이곳이 마지막 종착지 <br/>널 묻어버릴 무덤 <br/>혼을 닦구 난후 피로물든 수건<br/>더이상 던질 수건이 없어 <br/>기권할 수 없는 빌어먹을 운명 <br/>이쯤 되면은 do or die<br/>죽거나 죽이거나 <br/>위로 뜨거나 뭍히거나<br/>둘중 선택하라면은 죽일꺼야<br/>이유가 뭐냐고 묻는 다면<br/>이건 단지 아버지의 사명<br/>정상적인 아버지라면 <br/>밥그릇을 지키는건 수컷의 자격<br/>정글안에 동물의 룰을 <br/>난 그저 따르고 지켰을 뿐<br/>난 단지 지키고 싶었을뿐 <br/>내 미래 내 가족 내 아들의 꿈<br/>숨이 막혀도 살아야해 더 강하게 <br/>I Came a Long Way Tho <br/>I've Still Got Miles to Go<br/>벽이 많아도 넘어야해 더 독하게 <br/>찢어진 내 팔과 다리에 피가 말라도 <br/>I Cannot Die Til The Day I Fuckin' Die<br/>hey boy go play with <br/>your toys tonight<br/>daddy’s busy killing those hoes <br/>so Good night<br/>잘자 My baby don’t cry tonight<br/>오늘밤엔 아빠 집에 일찍 가는날 <br/>hey boy hey boy hey boy <br/>go play with your toys tonight<br/>daddy’s busy killing those hoes <br/>so Good night<br/>잘자 My baby don’t cry tonight<br/>내음악에 내가족이 걸린 미래<br/>내게 남은 하나뿐인 아들 섭일 위해<br/>어쩌면 날 위해 사는게 <br/>내 아일 위해 사는거<br/>애들은 보고 배우거든 <br/>어른들이 하는거<br/>그래서 포기못해 아니 안해 <br/>다시 일어설께 보기좋게<br/>나는 날아가는 새 <br/>뒤를 돌아보지않아<br/>나는 날아가는 새 <br/>뒤를 돌아보지않아<br/>이젠 매일 걸어<br/>생과 죽음 사이를<br/>내가 사라지고 나면<br/>홀로 남을 아이를 위해 <br/>이젠 나도 죽음뒤를 준비하는 나이<br/>지금은 절대 <br/>극복하지 못할 세대차이<br/>아버지를 이해하진 않아도 괜찮아 <br/>내 마지막날엔 손을 잡아 줘<br/>또 잘 알아둬 인생이란것은 <br/>마라톤이 아닌 끝이없는 릴레이 <br/>받어 너도 언젠가 <br/>나같이 아빠란 바톤<br/>결국 돌고 도는건가봐 아마도<br/>더 나은 아버지가 <br/>되겠다고 다짐했건만<br/>더 나을것도 없어 자신했건만<br/>
"
1813,특별해,젝스키스,ANOTHER LIGHT,"37,527",2017.09.21,"우린 좀 특별해 좀 특별해<br/>우린 좀 특별해 좀 특별해<br/>I think we've got<br/>something special<br/>너도 알잖아 우리의 약속<br/>We've got something special<br/>너와 난 특별해 Yeah<br/>별빛이 가득한 하늘<br/>거리에 네온사인은 사랑의 신호<br/>온 세상이 우릴 위해서<br/>Party up up yeah<br/>서로 눈빛만 봐도 그래 으음<br/>말하지 않아도 으음<br/>너만큼은 날 편안하게 해주지<br/>그 편안함이 특별함이 되는 순간<br/>내가 네 옆에 있을 때<br/>네가 내 옆에 있을 때<br/>모든 것이 제 자릴 찾은 것 같아<br/>우린 좀 특별해 좀 특별해<br/>우린 좀 특별해 좀 특별해<br/>I think we've got<br/>something special<br/>너도 알잖아 우리의 약속<br/>We've got something special<br/>너와 난 특별해 Yeah<br/>너와 나의 만남은 Destiny<br/>솔직한 감정 앞에 망설이지 마 Yeah<br/>의심하지 마 내 맘<br/>놓치지 않아 너에 대한 내 확신은<br/>틀린 적 없어 Clear<br/>네가 없이는 텅빈 속을<br/>Please fill it up<br/>Give me your love<br/>give me your heart<br/>Give me that kiss<br/>and give me that hug<br/>네 사랑으로 내 영혼에 불을 질러<br/>내가 네 옆에 있을 때<br/>네가 내 옆에 있을 때<br/>모든 것이 제 자릴 찾은 것 같아<br/>우린 좀 특별해 좀 특별해<br/>우린 좀 특별해 좀 특별해<br/>I think we've got<br/>something special<br/>너도 알잖아 우리의 약속<br/>We've got something special<br/>너와 난 특별해 Yeah<br/>너란 사람은 특별해<br/>그래서 난 자꾸 설레<br/>혼자 외로울 때 그땐 내게 전화해<br/>난 정말 특별해<br/>네가 내 옆에 있을 때<br/>우린 좀 특별해 좀 특별해<br/>우린 좀 특별해 좀 특별해<br/>I think we've got<br/>something special<br/>너도 알잖아 우리의 약속<br/>We've got something special<br/>너와 난 특별해 Yeah<br/>
"
1814,Sometimes,블루(BLOO),Downtown Baby,"4,033",2017.12.06,"Sometimes I cry<br/>Sometimes I smile<br/>Sometimes I cry<br/>Sometimes I smile<br/>Sometimes I don't<br/>Sometimes you cry<br/>Sometimes you smile<br/>Sometimes you don't<br/>Sometimes I cry<br/>Sometimes I smile<br/>Sometimes I don't<br/>Sometimes you cry<br/>Sometimes you smile<br/>Sometimes you don't<br/>힘이 들 땐 힘을 빼자<br/>숨이 찰 땐 조금 걸어<br/>친한 척한 친구 빼자<br/>그런 애 말을 왜 들어<br/>힘이 들 땐 힘들 빼자<br/>우리 돈은 내일 벌어<br/>가만히 음악 좀 듣자<br/>우리 인생은 우리가 또 살아<br/>실수를 하면 또 어때<br/>멈추지 않으면 되는 건데<br/>실수를 해봐야 웃지<br/>어차피 우리 다 죽을 건데<br/>I'm going away<br/>You're going away<br/>yea<br/>We're going away<br/>힘이 들 땐 힘을 빼자<br/>힘이 들 땐 힘을 빼자<br/>I'm going away<br/>I'm going away<br/>Sometimes I cry<br/>Sometimes I smile<br/>Sometimes I don't<br/>Sometimes you cry<br/>Sometimes you smile<br/>Sometimes you don't<br/>Sometimes I cry<br/>Sometimes I smile<br/>Sometimes I don't<br/>Sometimes you cry<br/>Sometimes you smile<br/>Sometimes you don't<br/>
"
1815,"19금
Rap Star",Dok2,South Korean Rapstar Mixtape,"10,861",2013.01.11,가사가 없습니다
1816,들리니,럭키제이 (Lucky J),들리니,"14,049",2014.07.17,"들리니 지금 내가 하는 얘기<br/>아무것도 필요 없어<br/>너만 있으면 돼<br/>When I say can you try to listen <br/>boy<br/>그런 말 하지마 please don't say <br/>goodbye<br/>들리니 지금 내가 하는 얘기<br/>아무것도 필요 없어 너만 있으면 돼<br/>When I say can you try to listen <br/>boy<br/>그런 말 하지마 please don't say <br/>goodbye<br/>Everyday every night 우린 매일 <br/>같은 얘기<br/>미안하다는 말 더 이상 못 들어 <br/>주겠어<br/>제발 그만 좀 해 점점 더 구차해<br/>There's no way say no more yeah<br/>난 니 앞에서 웃음을 잃어버린<br/>광대처럼<br/>아무 말도 못한 채 그저 서 있어<br/>I know 전부 내 실수라는 거<br/>되돌릴 순 없을까 너와 내 가능성<br/>아무리 생각해봐도 답은 없어 <br/>버퍼링이 걸린 듯<br/>삐걱거리는 우리 둘 관계 난 지쳤어<br/>니 눈물 뻔한 레파토리 그따위 <br/>간지런 말은 다 집어치워<br/>들리니 지금 내가 하는 얘기<br/>아무것도 필요 없어 너만 있으면 돼<br/>When I say can you try to listen <br/>boy<br/>그런 말 하지마<br/>please don't say goodbye<br/>When I'm here with you<br/>설레임 조차 없어<br/>사랑해 라는 말 이제는<br/>느낌조차 없어<br/>제발 이러지마 여기서 끝내줘<br/>Bye Bye Bye Bye<br/>No love No more 워<br/>몇 번이나 말했잖아<br/>다 집어치우자고<br/>이따위 감성팔이 대화는<br/>더는 못 참겠어<br/>지금 전화오는 건 혹시 그 놈이니<br/>심박수가 늘어나는걸<br/>넌 못 느끼니<br/>니가 누굴 만나도 난 상관없어 이제<br/>무뎌질 만큼 무뎌져 네게 줄 감정 <br/>그딴 건 없어<br/>음소거 된 창밖에 풍경<br/>지겨웠던 우리 여행의 종착역<br/>Oh oh oh oh oh oh oh oh Yeah<br/>Oh oh oh oh Yeah<br/>Oh oh oh oh Yeah<br/>Please don't say goodbye<br/>Oh oh oh oh oh oh oh oh Yeah<br/>Oh oh oh oh Yeah<br/>Oh oh oh oh Yeah<br/>들리니 지금 내가 하는 얘기<br/>아무것도 필요 없어<br/>너만 있으면 돼<br/>When I say can you try to listen <br/>boy<br/>그런 말 하지마<br/>please don't say goodbye<br/>
"
1817,안아보자 (HUG ME),iKON,Return,"25,717",2018.01.25,"딱 한 번만 10초만<br/>진지하게 안아보자<br/>많이 놀랬지 내가<br/>새벽 감성에 취해서<br/>이런저런 생각 하다<br/>여기까지 오게 됐어<br/>긴장할 필요 없어<br/>그리 중요한 건 아니야<br/>일단 들어보기나 해봐<br/>사양할게 너의 사양<br/>알아 우린 친구고<br/>넌 그의 여자친구고<br/>내일도 모래도<br/>아마 평생을 친구로<br/>지낼 수도 있겠지만<br/>그냥 친구 대 친구로<br/>얘기나 좀 하자고<br/>그래서 사실 일부러<br/>이 시간에 불러냈어 미안해<br/>대화가 부담스럽다면 듣기만 해<br/>예의상 참다가 답답해서<br/>화병 나기 전이야<br/>그의 여자인 너를 사랑<br/>아니 좋아해 많이<br/>이미 멀리 와 버린 우리 둘<br/>난 그저 말없이 기다릴 뿐<br/>매일 밤 너의 기억을 또 서성이며<br/>초라한 미련을 버리는 중<br/>딱 한 번만 10초만<br/>진지하게 안아보자<br/>멀어지지 않을 정도만 안아보자<br/>미련이 남지 않을 정도만<br/>그저 한 번만<br/>그에게 가기 전에 안아보자<br/>멀어지지 않을 정도만 안아보자<br/>미련이 남지 않을 정도만<br/>누구보다 증오하던 모습이<br/>내 모습이 됐어<br/>내 머린 안된다 하지만<br/>난 널 원하고 있어<br/>시간이 지날수록<br/>짙어져만 가는 내 감정 감춰보려<br/>노력해도 움직여<br/>본능 시키는 대로 매번<br/>곁에서는 친구 나 혼자서는 연인<br/>잊어보려 걸어 너와 그가 걷던 거리<br/>꿈 같이 내게 완벽해<br/>여름날의 물놀이<br/>가뭄 같은 내 일상 속에 넌<br/>봄비 같은 story<br/>내 마음이 뜻대로 되지 않는듯해<br/>이 정도일 줄은 몰랐는데<br/>아직도 애틋해서<br/>괜히 마음이 급해져<br/>혹시 모르니까 가능성은 열어둘게<br/>이미 멀리 와버린 우리 둘<br/>난 그저 말없이 기다릴 뿐<br/>매일 밤 너의 기억을 또 서성이며<br/>초라한 미련을 버리는 중<br/>딱 한 번만 10초만<br/>진지하게 안아보자<br/>멀어지지 않을 정도만 안아보자<br/>미련이 남지 않을 정도만<br/>그저 한 번만<br/>그에게 가기 전에 안아보자<br/>멀어지지 않을 정도만 안아보자<br/>미련이 남지 않을 정도만<br/>니 품은 이랬구나<br/>꽤 많이 따뜻하구나<br/>사랑을 해선지 몰라도<br/>가질 수 없는 넌 여전히 아름답구나<br/>니 품은 이랬구나<br/>꽤 많이 따뜻하구나<br/>이루지 못한 사랑도 사랑이라면<br/>내 맘 편해질 수 있을까<br/>딱 한 번만 10초만<br/>진지하게 안아보자<br/>멀어지지 않을 정도만 안아보자<br/>미련이 남지 않을 정도만<br/>그저 한 번만<br/>그에게 가기 전에 안아보자<br/>멀어지지 않을 정도만 안아보자<br/>미련이 남지 않을 정도만<br/>니 품은 이랬구나<br/>꽤 많이 따뜻하구나<br/>사랑을 해선지 몰라도 가질 수 없는 넌<br/>여전히 아름답구나<br/>
"
1818,THURSDAY,GOT7 (갓세븐),Call My Name,"10,537",2019.11.04,"어젯밤은 잠을 좀 설쳤어<br/>너의 생각이 좀 많이 나서<br/>불을 껐다가 켰다가<br/>다시 껐다가 켰다가<br/>그 사이사이 자꾸 채우는 건<br/>너의 웃는 모습과 먹는 모습<br/>귀여워서 참기 힘들어 Yeah<br/>또 연락하고 싶어져 Yeah<br/>애매하지만 애매하지 않은 것처럼<br/>아무 사이 아닌 것도 아닌 것처럼<br/>평일과 주말 사이 그 어디처럼<br/>월 화 수 목 금 토 일 중<br/>우린 지금 Thursday<br/>채우고 싶어<br/>너의 Weekend 나의 Weekend<br/>우린 지금 Thursday<br/>말하고 싶어 나의 비밀 너의 비밀<br/>아직은 너완 Thursday<br/>Thursday Thursday yeah<br/>궁금해 너의 Sunday<br/>Monday morning<br/>채우고 싶어<br/>너의 Weekend 나의 Weekend<br/>나누고 싶어 나의 비밀 너의 비밀<br/>난 너 하나 땜에 매일 불안해<br/>느리게 흐르는 시간은 너무해<br/>내 짧은 손톱이 내 맘을 대신해<br/>주말이 이렇게 간절했었는지<br/>꿈속에서도 몇 번을 그렸어<br/>내 공책은 네 단어로 꽉 찼어<br/>너와 여행하는 상상만으로<br/>월요병도 이겨냈어<br/>애매하지만 애매하지 않은 것처럼<br/>아무 사이 아닌 것도 아닌 것처럼<br/>평일과 주말 사이 그 어디처럼<br/>월 화 수 목 금 토 일 중<br/>우린 지금 Thursday<br/>채우고 싶어<br/>너의 Weekend 나의 Weekend<br/>우린 지금 Thursday<br/>말하고 싶어 나의 비밀 너의 비밀<br/>아직은 너완 Thursday<br/>Thursday Thursday yeah<br/>궁금해 너의 Sunday<br/>Monday morning<br/>채우고 싶어<br/>너의 Weekend 나의 Weekend<br/>나누고 싶어 나의 비밀 너의 비밀<br/>기다린 만큼 모든 것이 애틋해<br/>널 바란 만큼 더 꽉 끌어안을게<br/>네 맘의 빈틈 내가 다 채워줄게<br/>내 품에 안긴 다음 넌 눈만 감으면 돼<br/>검은색 달력에 온통 검은색<br/>바뀌지 다 너를 따라 바뀌지<br/>주말을 빼고 공휴일 빼도<br/>우리 달력엔 빨간 날이 가득해<br/>Yeah yeah<br/>우린 지금 Thursday<br/>채우고 싶어<br/>너의 Weekend 나의 Weekend<br/>우린 지금 Thursday<br/>말하고 싶어 나의 비밀 너의 비밀<br/>아직은 너완 Thursday<br/>Thursday Thursday yeah<br/>궁금해 너의 Sunday<br/>Monday morning<br/>채우고 싶어<br/>너의 Weekend 나의 Weekend<br/>나누고 싶어 나의 비밀 너의 비밀<br/>
"
1819,우연히 봄,"로꼬, 유주 (여자친구)",냄새를 보는 소녀 OST,"10,504",2015.05.27,"우연히 내게 오나봐<br/>봄 향기가 보여<br/>너도 같이 오나봐<br/>저 멀리서 니 향기가<br/>설레는 코끝에 나의 입술에<br/>괜찮은 느낌 이 떨림<br/>나도 몰래 우연히 봄<br/>어 어느새<br/>겨울 지나 봄이야<br/>여전히 난 너<br/>앞에선 돌이야<br/>난 아직 이게<br/>믿기지가 않지만<br/>내 왼손은<br/>지금까지도 너의 향기가<br/>미묘하게 흘렀던 분위기에<br/>아직까지 난 가까스로 숨 쉬네<br/>무대 위완 다르게 니 눈을 피해<br/>고개를 돌렸던<br/>내 모습에 한숨 쉬네<br/>오랜만에 느껴지는<br/>이 떨림이 날 단순하게 만들어<br/>딱 너만 아는 거리지<br/>다 고쳤다고 생각했던 버벅임이<br/>또 도져서 준비했던<br/>말을 잊어버리지<br/>난 주워 담지 못할<br/>말은 절대 안 해<br/>원하는 걸 말해봐<br/>널 위해서만 할게<br/>너 빼곤 다<br/>색칠할 수 있어 까맣게<br/>천천히 갈게 조금 더 가깝게<br/>우연히 내게 오나봐<br/>봄 향기가 보여<br/>너도 같이 오나봐<br/>저 멀리서 니 향기가<br/>설레는 코끝에 나의 입술에<br/>괜찮은 느낌 이 떨림<br/>나도 몰래 우연히 봄<br/>우연히 봄<br/>어 아직까지 향기가 짙네<br/>발걸음이 가벼워<br/>집에 가는 길엔<br/>더 가까워질 너와 나를<br/>상상하는 내 모습이<br/>오글거려 몸서리치네<br/>어 어 머릿속이<br/>하얘지기 때문에<br/>하루 종일 날씨<br/>얘기만 반복하게 돼<br/>오로지 난 너 하나 때문에<br/>다른 것들에겐 무감각하게 돼<br/>정적이 만드는 긴장감은<br/>오히려 설레어<br/>나를 미소 짓게 만들어<br/>모른 척 하려 했던<br/>니 옆의 남자들은<br/>흐릿했던 내 눈 앞에<br/>불을 키게 만들어<br/>겨울은 유난히도 추웠고<br/>다시 돌아온<br/>그토록 기다렸던 봄<br/>움직이지 못하도록<br/>잡고 있고 싶어<br/>날 더 느낄 수 있게<br/>안고 있고 싶어<br/>우연히 내게 오나봐<br/>봄 향기가 보여<br/>너도 같이 오나봐<br/>저 멀리서 니 향기가<br/>설레는 코끝에 나의 입술에<br/>괜찮은 느낌 이 떨림<br/>나도 몰래 우연히 봄<br/>I love u so I love u<br/>너무 쉬운 걸<br/>그래도 나 참고 있을게<br/>난 여자이니까<br/>하루 더 기다려<br/>바보야 내게 말해봐<br/>니 마음도 보여<br/>갖고 싶다고 해봐<br/>더 이상은 감추지 마<br/>어느새 내 앞에 이젠 내 앞에<br/>괜찮은 느낌 이 떨림<br/>나도 몰래 우연히 봄<br/>
"
1820,From Zero,몬스타엑스,THE CODE,"15,646",2017.11.07,"알아 내가 많이 부족했단 거<br/>또 차마 미안하다 못했던 거<br/>니가 내 곁에 있는 걸 <br/>당연하게 생각했어<br/>조금씩 그렇게 나도 <br/>시간에게 속았어<br/>전부 지울 순 없겠지만 <br/>다 잊을 수도 없겠지만 <br/>되돌릴 수 없다면<br/>지금부터 시작하고 싶어<br/>한 번 더 날 믿어줘<br/>우리 얘길 새로 써 From 0<br/>니 모든 걸 다시 알고 싶어<br/>많이 힘들다 해도 From 0<br/>너를 내 품에 다시 안고 싶어 <br/>From 0 from 0<br/>시곌 지금 다시 거꾸로 돌리고 있어<br/>처음처럼<br/>내게 돌아와<br/>From 0<br/>내게 돌아와<br/>From 0<br/>내가 너로부터 그걸 느껴 사랑을<br/>너는 나로부터 시작하면 돼 사랑을<br/>되돌릴 수 없다면<br/>지금부터 시작하고 싶어<br/>한 번 더 날 믿어줘<br/>우리 얘길 새로 써 From 0<br/>니 모든 걸 다시 알고 싶어<br/>많이 힘들다 해도 From 0<br/>너를 내 품에 다시 안고 싶어 <br/>From 0 from 0<br/>시곌 지금 다시 거꾸로 돌리고 있어<br/>처음처럼<br/>내게 돌아와<br/>From 0<br/>내게 돌아와<br/>From 0<br/>우리가 함께 울고 웃었던 그날 <br/>그 날을 추억하는 것도 다 그만해 <br/>Yeah <br/>내 손을 잡아야 해 Yeah <br/>놓지 말고 꽉 쥐어야 해 <br/>그래야 널 향한 사랑이 이제 <br/>낭떠러지라도 안 떨어지지<br/>처음처럼 다시 내게<br/>내게 돌아와<br/>From 0<br/>내게 돌아와<br/>From 0<br/>From 0 not even 1<br/>For u I dedicate this song <br/>그때로 다시 돌아간다면<br/>지금쯤 우린 행복할까 싶어 <br/>알아 많이 힘들단 거 <br/>내가 만들었잖아 uh<br/>So please babe <br/>Just give me a chance to be yours<br/>
"
