ranking,title,artist,album,likes,date,lyrics
210,HIBYE (Prod. JIBEOM),휴 라고해,01HIBYE,34,2020.01.29,"I like yoy to call me DO'H<br/>Anyway that's make me BLUE<br/>7 to 9<br/>Hold that pen<br/>Then feel my<br/>emotion<br/>Write<br/>and draw<br/>Not diary On<br/>My left hand Right<br/>up all night<br/>This small tatt<br/>makes us tie tight<br/>Makes us tie tight<br/>9 to 11<br/>I Lost my every moment<br/>Like that days<br/>I left everything's i had<br/>Oh-i But you always<br/>You just want my fear pa<br/>You was really near ma<br/>Best series of 많고많은<br/>gloomy한 이야기에<br/>우울하기만한 주인공을 만들곤해<br/>다들 날 시간 날 때마다 괴롭히곤해<br/>안녕 HiBye<br/>이제 안녕 HiBye<br/>때론 hi<br/>때론 Goodbye<br/>Ya ya<br/>every day<br/>every night<br/>every time<br/>I was Cried<br/>I livin dark<br/>Dont make it night night night<br/>ya ya<br/>You Make it night night night<br/>Dont make it night night night<br/>ya ya<br/>You Make it night night night<br/>11 to 16<br/>I Learned this freakin fake smile<br/>I even<br/>closed the way um<br/>I looked at myself<br/>Acting like pure boy<br/>runnin' to bully boys<br/>아직도 고마워 재욱아 야이씨<br/>카톡말고 전화해줘 bro ya<br/>16 to 20<br/>I made a wish to<br/>Work it harder<br/>Better Stronger<br/>Too many hurts<br/>Too many lies<br/>In my life 까마득히<br/>가득해<br/>God please<br/>give me one more chance<br/>I can be better<br/>7 to 9<br/>9 to 11<br/>11 to 16<br/>16 to 20 I<br/>우선 팬들한테 고마워<br/>앞에 꽃길은 내가다 만들어<br/>놓을게 그대로 따라와 주기만하면<br/>돼 그치 웃기<br/>I like a gambler<br/>유리맨탈 꺼지고<br/>재낸다<br/>Good boy or Good girl<br/>Complex<br/>Everyday i think<br/>How We got feelin Better<br/>another levels<br/>It's so dark<br/>But 이제 우리 해가 뜰거야<br/>We Cool<br/>팬들이 정해준 색깔은 Blue<br/>이름은 휴 라고해<br/>Best series of 많고많은<br/>gloomy한 이야기에<br/>우울하기만한 주인공을 만들곤해<br/>다들 날 시간 날 때마다<br/>괴롭히곤했 어<br/>안녕 HiBye 이제 안녕 HiBye<br/>때론 hi<br/>때론 Goodbye<br/>Ya ya<br/>every day<br/>every night<br/>every time<br/>I was Cried<br/>I livin dark<br/>Dont make it night night night<br/>ya ya<br/>You Make it night night night<br/>Dont make it night night night<br/>Ya ya<br/>You Make it night night night<br/>I livin' night<br/>I livin' dark<br/>I don't wanna die<br/>Even don't wanna know why ya<br/>I livin' night<br/>I livin' dark<br/>I don't wanna die<br/>Even don't wanna know why ya<br/>
"
211,진인사대천명,호미들,진인사대천명(盡人事待天命),485,2020.01.28,"하나님 보시기에 발버둥 치는<br/>우리 세명이 너무 기특했대<br/>진인사대천명 기다렸더니<br/>질투 난 병신들 해 긴급 대책<br/>남자 새끼들 그럴 줄 알았어<br/>야망은 무슨 그냥 계집애네<br/>맞아 우린 착하지 않아 나빠<br/>그래도 난 no cap 쟤내는 다 뻥<br/>It’s me 떠오른 건 like 프로펠러<br/>슝 슝슝<br/>It’s me 떠오른 건 like 프로펠러<br/>슝 슝슝<br/>아무것도 없지 난 잃을게<br/>봐봐 있어도 버렸지 다 이렇게<br/>놀려대 쟤네는 다 잃었대<br/>멀리 좀 봐 난 시야 가리는 벽 깨<br/>밑바닥에서 난 came<br/>이랬는데 왜 못해<br/>그분이 있다면 say<br/>다 알아 너네의 pain some<br/>매일 밤 dance flow 행복해 thankful<br/>못 멈춰 많아서 난 이룰게<br/>꿈꾸는 앙코르 돈은 더 됐고<br/>우린 또 만들어 죽이는 stage<br/>느낌이 온다고 skin<br/>그 느낌 가지고 sing<br/>조금만 더 내려 jean<br/>조금 더 터트려 peak<br/>한숨 너네 쉬고 있을 때<br/>가슴 여자 가슴 만지네<br/>하늘도 내 편이지 man<br/>아픔까지 즐겨왔기에<br/>한숨 너네 쉬고 있을 때<br/>가슴 여자 가슴 만지네<br/>하늘도 내 편이지 man<br/>아픔까지 즐겨왔기에<br/>하나님 보시기에 발버둥 치는<br/>우리 세명이 너무 기특했대<br/>진인사대천명 기다렸더니<br/>질투 난 병신들 해 긴급 대책<br/>남자 새끼들 그럴 줄 알았어<br/>야망은 무슨 그냥 계집애네<br/>맞아 우린 착하지 않아 나빠<br/>그래도 난 no cap 쟤내는 다 뻥<br/>It’s me 떠오른 건 like 프로펠러<br/>슝 슝슝<br/>It’s me 떠오른 건 like 프로펠러<br/>슝 슝슝<br/>우릴 보고 배워 딱<br/>일찍 찾아버린 잭팟<br/>시간 있음 얼른 타<br/>Bitches i got a thot<br/>절대 안가 나는 교회<br/>어서 경의를 더 표해<br/>존나 커졌어 내 brain<br/>Flow 변화는 crazy<br/>칫 변하지 않아 내 길<br/>10리터는 뱉은 침<br/>Bitches im a king<br/>하느님 내게 빛<br/>내려주세요 삥<br/>누구보다 높이 날고 이름을 더 널리 알릴<br/>힘이 필요해요 jesus<br/>한숨 너네 쉬고 있을 때<br/>가슴 여자 가슴만 지네<br/>하늘 도 내 편이지 man<br/>아픔까지 즐겨왔기에<br/>한숨 너네 쉬고 있을 때<br/>가슴 여자 가슴만 지네<br/>하늘 도 내 편이지 man<br/>아픔까지 즐겨왔기에<br/>하나님 보시기에 발버둥 치는<br/>우리 세명이 너무 기특했데<br/>진인사대천명 기다렸더니<br/>질투 난 병신들 해 긴급 대책<br/>남자섀끼들 그럴 줄 알았어<br/>야망은 무슨 그냥 계집애네<br/>맞아 우린 착하지 않아 나빠<br/>그래도 난 no cap 쟤내는 다 뻥<br/>It’s me 떠오른 건 like 프로펠러<br/>슝 슝슝<br/>It’s me 떠오른 건 like 프로펠러<br/>슝 슝슝<br/>
"
212,PROJECT X,"Deaven, 0820",PROJECT X,38,2020.01.28,"더는 안 해 난 여기 갇혀<br/>chase hatin’<br/>보이는대로 다 안아볼게<br/>I been smokin’ or nah<br/>ah yeah<br/>너를 찾지 않아<br/>진짜 다 지우고 멀리 해<br/>I told you 널 위해<br/>지금 하는 기도 전부 떠올릴게<br/>어지러운 도시가 안 끼어들게<br/>SO I say I can’t stop<br/>FUCK I don’t mind<br/>Cut the wave A<br/>U can’t see it’s my tears<br/>Buy another Z<br/>역시 workin’ and more<br/>SO I say I can’t stop<br/>Number 7<br/>My tag is aven<br/>Man fuck you label<br/>I’m the savior<br/>I will tell her<br/>Story teller<br/>Yeah better<br/>Much better<br/>When I drink smoke<br/>hide<br/>TRIPPIE 2AM<br/>I’m the wild race<br/>Yeah my DNA<br/>Where's the church at<br/>Fuckin’ do or die<br/>I’m on self-care<br/>짜여진 계획이 없이 나는 perfect<br/>일어났지 베개 밖<br/>시간을 난 못 잡아<br/>black-out in my dream wow<br/>I’m alive<br/>일어났지 베개 밖<br/>시간을 난 못 잡아<br/>black-out in my<br/>SO I say I can’t stop<br/>FUCK I don’t mind<br/>Cut the wave A<br/>U can’t see it’s my tears<br/>Buy another Z<br/>역시 workin’ and more<br/>SO I say I can’t stop<br/>Oh beautiful life<br/>
"
213,Drop it (feat.Swadi),CarTa,Colorless=Colorful Part.2,5,2020.01.28,"어쩌면 <br/>오늘 아침 내린 눈이<br/>꿈이 아닐까란 <br/>상상을 하는 요즘은<br/>거울 안에 내 모습이 <br/>여자였으면 어땠을까<br/>고민을 해 뭐래<br/>나도 알아 바보같은 상상인걸<br/>그래봤자 지나가는 생각 <br/>you know<br/>너도 한번 쯤은 해봤잖아 <br/>니가 포스트 말론 같이 <br/>무대 위에 서서 엄말 불러<br/>나도 가졌음 해 <br/>모든 이가 아는곡<br/>나도 들었음에 <br/>내 노래에 때창ver<br/>칸예같이 <br/>미친 사람 소리 들어도<br/>세상 앞에 당당하게 <br/>내 주인을 외쳐 jesus<br/>내겐 미랠 그려보는 <br/>이 시간이<br/>어떤 시간보다 <br/>값진 것이라고 믿어<br/>너도 너를 그리는 걸 <br/>무서워마<br/>We own picture <br/>yeah just drop it<br/>yeah just drop it<br/>yeah just drop it<br/>yeah just drop it<br/>yeah just drop it<br/>uh 자기야 <br/>내가 음악해 돈 벌면<br/>제일 먼저 적금 부어 <br/>저축형 래퍼 <br/>I promise you<br/>또 원주에 <br/>가까운 원룸 딱 잡아서 <br/>작업 후에<br/>너 퇴근하고서 마실 <br/>맥주 한 잔이 나의 꿈<br/>우리 봉봉이가 뛰어놀 마당 <br/>놀러가 주말마다<br/>넌 iPad로 그림을 그리고 <br/>난 맥북으로 작업한 다음<br/>해질녘쯤엔 한강변 <br/>도로 벤츠로 drive<br/>I can't wait till that moment <br/>행복하게 you & I<br/>내 품에 와서 잠들어줘<br/>내 꿈에 나와<br/>예쁜 얼굴로 나와 놀아줘<br/>Babe 내가 만든 곡들이 <br/>길거리에 퍼질 때 쯤에<br/>네 손에 반지는 아마 다이아 <br/>날 믿어 열심히 할테니까<br/>네 품에 안겨 잠들게 해줘<br/>공연 후 공허함이 없게 <br/>세게 더 안아줘<br/>Babe just drop it 도화지 꺼내 <br/>물감 뿌려 미래를 그려 uh <br/>네 손에 반지는 다이아 <br/>날 믿어 열심히 할테니까<br/>yeah just drop it<br/>yeah just drop it<br/>yeah just drop it<br/>yeah just drop it<br/>
"
214,"Netflix & Chill (Feat. 수인, 현)",안수람,Netflix & Chill,23,2020.01.28,"눈빛이 나를 당겨 너의 맘으로<br/>난 널 위해 준비해 아름다운 말도<br/>누가 우릴 말려 여긴 낄 틈은 없어<br/>빵 사이에 잼을 발라 놓은 듯<br/>절대 의심 말어<br/>낮은 데시벨과 이 속삭임<br/>간지러운 공기의 흐름을 또 다시<br/>느껴 right now i feel the love<br/>우리는 함께 가고 있어 종착점<br/>편한 느낌이 지금 이대로<br/>시간이 멈췄음 해 내 팔 위로<br/>느껴지는 너만의 결을<br/>따라갈래 평생 someone like<br/>네가 뭘 하던 다 받아 들일 수 있어<br/>그 누가 뭐래도 보지 않을 흠<br/>우리의 상태는 지금 netflix & chill<br/>New wave 푸른색의 평화로운 파도<br/>지금 우리 상태는 netflix & chill<br/>더 안 볼 자신있니 내 흠<br/>속는셈 쳐볼까 네 말<br/>네 눈빛에 홀려버린 것 같아<br/>look at me i will just look at you<br/>난 화면 보다 그 화면을 보는 널<br/>보는 게 좋아 씻고 나온 너와<br/>이불 속에 들어가 맥주 한 캔의 조화<br/>비누 향이 은은히 스쳐가<br/>그러다가 쉿 우린 사랑을확인하지<br/>이 순간만큼은 제발 영원히<br/>시간이 갔으면 천천히 다행히<br/>아침은 멀었지 넌 정말 이뻐 지금<br/>내일 피곤해도<br/>너를 밤새도록 안고 싶어 난<br/>너의 취향이 뭐든지<br/>다 괜찮아 알고 싶어 난<br/>영화나 드라마 아니면<br/>귀여운 애니나 볼까<br/>잠을 못 자도 내 하루는<br/>너 덕에 생기가 돌아<br/>우린 평생을 말하기엔 어리지만<br/>난 너라면 할 수 있어<br/>아냐 입에 발린 말 right<br/>부드러운 너의 머릿결을 넘기지<br/>지금 우리 상태는<br/>nexflix & chill<br/>지금 우리 상태는<br/>netflix & chill<br/>더 안 볼 자신있니 내 흠<br/>속는셈 쳐볼까 네 말<br/>네 눈빛에 홀려버린 것 같아<br/>look at me i will just look at you<br/>
"
215,Like it (Feat. INNO's),낄낄 (GGilGGil),Like it,14,2020.01.28,"It my like it<br/>i just want a timing<br/>내가 생각하는 거라곤 난 너와 함께<br/>입이 닳도록 말했잖아<br/>네가 없다면 아무것도 아니잖아<br/>재미가 없어 너도 없어<br/>call you back 난 너밖에 없어<br/>It my like yeah<br/>아무것도 필요하지 않다고 해<br/>누군가가 너의 귀에 대고<br/>내가 정신없이 놀았다는<br/>말 다 무시해<br/>오늘 밤은 파티가 많아<br/>함께 가자고 하는 사람<br/>너무 많아 머리 아픈데<br/>넌 걱정하지 마 나쁜 덴<br/>안가 왜냐면 네가 없는데<br/>친구들과 술을 마셔 자리에<br/>자리를 옮겨봐도<br/>재미없어 그냥 재밌는 척<br/>웃는 사진 보고 네가 뭐라 해도<br/>yeah yeah<br/>이건 백 프로 팩트 네가<br/>장난스레 계속 말을 해도<br/>나는 진심이고 이건 알아줘<br/>꼭 아무래도 재미없어<br/>It my like it<br/>i just want a timing<br/>내가 생각하는 거라곤 난 너와 함께<br/>입이 닳도록 말했잖아<br/>네가 없다면 아무것도 아니잖아<br/>재미가 없어 너도 없어<br/>call you back 난 너밖에 없어<br/>It my like it<br/>i just want a timing<br/>내가 생각하는 거라곤 난 너와 함께<br/>입이 닳도록 말했잖아<br/>네가 없다면 아무것도 아니잖아<br/>재미가 없어 너도 없어<br/>call you back 난 너밖에 없어<br/>굳이 표현하자면<br/>내게 네가 없다면<br/>꽉 막힌 도로 위 버스<br/>근데 없어 이어폰 1프로 남은<br/>스마트폰 대충 뭐<br/>이런 기분 넌 내 하루의 시작과 끝<br/>내게 매일이 메인이벤트<br/>근데 넌 날 의심해 내가 변했다고<br/>예전 같지 않다며<br/>그래 맞아 우린 서로<br/>익숙하지만 사이는 깊숙하잖아<br/>한 눈 팔 시간이 어딨어<br/>집중하잖아 늘 그래왔듯이<br/>너에게만 주잖아<br/>다른 여자들 따윈 skit<br/>내 맘은 늘 너만 오직 click<br/>다른 여자들과의 즐길 thrill<br/>필요 없어 알잖아 나 겁 많아<br/>단순해 난 너뿐이야<br/>It my like it<br/>i just want a timing<br/>내가 생각하는 거라곤 난 너와 함께<br/>입이 닳도록 말했잖아<br/>네가 없다면 아무것도 아니잖아<br/>재미가 없어 너도 없어<br/>call you back 난 너밖에 없어<br/>It my like it<br/>i just want a timing<br/>It my like it<br/>i just want a timing<br/>
"
216,꿈값 (feat.영프린스),Hitrun,꿈값,5,2020.01.28,"느지막이 깼고 머리 위엔 새집<br/>창문 밖에 풀린 날씨 위에 노을 색 색칠<br/>내 아침은 까맣고 밤이 아침보다 밝지<br/>내 아침은 나 아닌 누군가에겐 <br/>새벽일 테니<br/>I wake up in the late night<br/>작업마저 휴무 유지하는 lazy vibe<br/>누군가 보채지 않고선 <br/>밥 챙겨 먹기도 빡세<br/>하루 한 끼로 체중 유지 <br/>전과 달리 불어난 아랫배가<br/>오해 살 때 있지 but I'm still hungry 이리<br/>보여도 한 달 생활비는 못 넘기지 20<br/>일 그만둘까를 입에 붙여도 <br/>먼저 fuckin 월세<br/>부모님께 용돈 구걸 따윈 할 수 없지 절대<br/>놀면서 돈 벌어가 내 꿈<br/>그 꿈값은 현재 내시급에 24배쯤<br/>Mama 왈 놀면서는 절대 돈 벌수 없으니<br/>일해 벌어 벌어 벌어 <br/>내 의지와 상관없데도 I'm done<br/>I wake up at the late night<br/>눈 비비기도 전에 배가 고파<br/>라면에 불을 켰어 가슨 금방 닳아<br/>식지 못 한 열정을 후 불어넣어 ya<br/>Breath only ma work lazy vibe<br/>오늘 작업 쉽지 않아 so 내일로 bye<br/>스마트폰을 들어서 유튜브를 봐 난<br/>밤을 새워 꿈값이 떨어지길 바람<br/>나이를 먹고도 부지런하지 못한 채로<br/>쉬는 날을 수면시간으로 몽땅 채워<br/>타향살이는 외롭지 <br/>쉽게 만날 친구는 없고<br/>꽤나 가벼운 전화번호부는 <br/>내가 지어놓은 업보<br/>습관적으로 다시 들어간 타임라인 속<br/>서로 빈말들을 늘어놓지 <br/>시간 내 만나 꼭<br/>지키지도 못할 약속으로 <br/>스케줄이 꽉 차서<br/>머리가 아파 휴대폰 화면을 닫았어<br/>오늘이 지나면 다시 돈 벌러 가야지<br/>음악 아닌 다른데 쏟은 시간 <br/>보상받아야지<br/>나 같은 걱정 안 하는 너희가 <br/>부럽기만 해<br/>이걸로 생긴 복통엔 소화제도 없던데<br/>여전히 놀면서 돈 버는 게 내 꿈<br/>다음 달에 시급이 늘어나면 <br/>시급에 20배쯤으로<br/>꿈값 할 수 있겠지<br/>맘 편히 음악 할 수 있겠지 I’m gone<br/>I wake up at the late night<br/>눈 비비기도 전에 배가 고파<br/>라면에 불을 켰어 가슨 금방 닳아<br/>식지 못 한 열정을 후 불어넣어 ya<br/>Breath only ma work lazy vibe<br/>오늘 작업 쉽지 않아 so 내일로 bye<br/>스마트폰을 들어서 유튜브를 봐 난<br/>밤을 새워 꿈값이 떨어지길 바람<br/>I wake up at the late night<br/>눈 비비기도 전에 배가 고파<br/>라면에 불을 켰어 가슨 금방 닳아<br/>식지 못 한 열정을 후 불어넣어 ya<br/>Breath only ma work lazy vibe<br/>오늘 작업 쉽지 않아 so 내일로 bye<br/>스마트폰을 들어서 유튜브를 봐 난<br/>밤을 새워 꿈값이 떨어지길 바람<br/>
"
217,매일 (Feat. GH),"Tmlm, Call A",매일,51,2020.01.28,"답답해<br/>숨이막혀 내방엔<br/>친구불러 개방해<br/>놀러가자 어디든 yea<br/>어떡해 쌓인일이 넘많네<br/>일 또 하러가야돼<br/>너무 귀찮아 yea<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>I gotta fucking <br/>나는 매일 working<br/>친구야 일해서 벌자고 gawp<br/>찬범이랑 도킹 웃자고 조킹<br/>재밌자고 하는거잖아<br/>집들어와난 take off<br/>휴식따윈 fucked up<br/>메모장에다 적어<br/>작업량은 적어 힘들어도 버텨<br/>죽을것만 같아도<br/>똑같아 right 태워줘 ride<br/>일하고 또 놀러가자<br/>좁은방 night 혼자서만<br/>키보드를 두드릴 때가<br/>외로워 죽어 난 페로몬<br/>필요해 가끔 또 여자가<br/>일로만 나를 못 채워서<br/>혼자면 안된다는걸 또배웠어<br/>피곤해 나는 잠이 필요해<br/>근데 잘 시간 없네<br/>코핀 흘러 막아 대충<br/>이렇게 사는 게 난 익숙해<br/>진짜 성공해야해 friends<br/>and fam 때문에 yeah<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>즐기며 시작했던 것이<br/>내게 피로와 stress를 주네<br/>근데 이거 말고 방법이 없네<br/>내 삶 안에 음악이 반 이상이 됐네<br/>이거 아니면 안 될 것 같애<br/>내가 바라는 건 너무나 많기에<br/>만족하기 위핸 해야지<br/>빡세게 와리가리 오늘도 밤새<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>가끔은 쉬어가고파<br/>손에 쥐어논거 다놓고파<br/>힘들어 쉬어가고파<br/>그러기엔 너무 많잖아<br/>We Make that<br/>열심히 걸어왔지 너도 알지<br/>No fake that<br/>No cheat that<br/>back step<br/>필요하담 불러줘<br/>Call A and me rap dat<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>음악해 매일 매일 매일<br/>또 피곤해 매일 매일 매일<br/>
"
218,Feelin' High,A-Motion,ATTENTION,11,2020.01.28,"우리 노랠 크게 틀어<br/>그럼 나는 외쳐 Oh Yeah<br/>뭣들 하냐고<br/>우린 말해 We be ballin'<br/>자신 있어 다<br/>We can make you feelin' high Yeah<br/>feelin' high Yeah like a star Yeah<br/>우리 노랠 크게 틀어<br/>그럼 나는 외쳐 Oh Yeah<br/>뭣들 하냐고<br/>우린 말해 We be ballin'<br/>자신 있어 다<br/>We can make you feelin' high Yeah<br/>feelin' high Yeah like a star Yeah<br/>불 좀 붙여 Jammer의 비트는 기름<br/>P.day 랩은 뜨거워 언제나 여름<br/>잘나가 쭉쭉 방향은 우주<br/>we go high 도착<br/>drop down 핵폭탄<br/>방방 터져 우리 노랜<br/>방방곡곡 우리 노래<br/>들리고 사람들은 춤을 춰<br/>방방 뛰기 방방 우리 노래<br/>가짜들은 몰라 우리 노랠<br/>넌 진짜이길 나는 바래<br/>P.day 평화 외치더니 변했네<br/>이 새끼 진짜 구려 냄새<br/>woo 내 평화는 죽여 나쁜 놈<br/>그러고는 올라가지 우주로<br/>비트는 날 태우는 근두운<br/>P.day 진짜 여기 미친놈<br/>우리 노랠 크게 틀어<br/>그럼 나는 외쳐 Oh Yeah<br/>뭣들 하냐고<br/>우린 말해 We be ballin'<br/>자신 있어 다<br/>We can make you feelin' high Yeah<br/>feelin' high Yeah like a star Yeah<br/>우리 노랠 크게 틀어<br/>그럼 나는 외쳐 Oh Yeah<br/>뭣들 하냐고<br/>우린 말해 We be ballin'<br/>자신 있어 다<br/>We can make you feelin' high Yeah<br/>feelin' high Yeah like a star Yeah<br/>자유로워 난<br/>넘나들어 시공간 ay<br/>천상계보다 우리<br/>기분이 훨씬 더 높아<br/>느껴 이 노래의 Dope함<br/>저기 저 애들은 똑같아<br/>반면에 서로의 다름을 인정<br/>우리는 팀이고 가족 같아<br/>리듬을 미끄러지듯 못 타고<br/>난폭하게 굴어도 무사고<br/>약은 안 했는데 비타민 먹음<br/>여기 가사에서 의미는 왜 찾아 <br/>사람들 반응을 낚기 위해서야<br/>끊임없이 창작 중<br/>이 노래가 플레이되면<br/>어울리는 조명은 빨간불<br/>독보적 멋을 추구 가면쓴<br/>가짜들의 샤라웃은 됐어 음<br/>삐끗해도 다시 치고 올라가지<br/>이런 신선한 조합은 맨 처음<br/>이미 높은 위치에서 도움닫기<br/>뭔가 다르다는 타이틀<br/>딸 때까지 음악 소리를 키워<br/>우리는 한배 탔어<br/>우리 노랠 크게 틀어<br/>그럼 나는 외쳐 Oh Yeah<br/>뭣들 하냐고<br/>우린 말해 We be ballin'<br/>자신 있어 다<br/>We can make you feelin' high Yeah<br/>feelin' high Yeah like a star Yeah<br/>우리 노랠 크게 틀어<br/>그럼 나는 외쳐 Oh Yeah<br/>뭣들 하냐고<br/>우린 말해 We be ballin'<br/>자신 있어 다<br/>We can make you feelin' high Yeah<br/>feelin' high Yeah like a star Yeah<br/>oh oh oh oh feelin' high Yeah<br/>oh oh oh oh feelin' high Yeah<br/>oh oh oh oh feelin' high Yeah<br/>oh oh oh oh like a star Yeah<br/>oh oh oh oh feelin' high Yeah<br/>oh oh oh oh feelin' high Yeah<br/>oh oh oh oh feelin' high Yeah<br/>oh oh oh oh like a star Yeah<br/>
"
219,We Get the Party (Feat. KINU),Blockey,Blockey Like it,84,2020.01.28,"오늘 같은 날 We get the party<br/>내일은 신경 쓰지 마 <br/>We get the moment<br/>오늘 바로 ride don't stop and poppin'<br/>우리가 가는 곳이 Hot place <br/>따라오는 Trendy yeah<br/>오늘 밤은 날아 <br/>나와 집에 가지 마 yeah<br/>오늘 밤도 party time <br/>늘 곁에 있어 my baby<br/>걱정하지 마 already <br/>준비됐어 ride yeah<br/>oh bye yeah <br/>집에 있는 애들은 다음 생에 봐<br/>We get the party oh oh<br/>We get the party oh oh yeah<br/>We get the party oh oh<br/>We get the party oh oh yeah yeah<br/>내 아이폰이 울려 Ring Ring Ring<br/>전화가 와 매일매일이 Birthday<br/>난 ok 오늘 바로 ride<br/>오늘 바로 가 난 준비 다 됐어<br/>창문은 닫고 볼륨은 up go<br/>여기저기 걸려오는 전화를 받고<br/>시속 100km 거뜬히 넘겨<br/>들이받아 버려 그냥 싹 다<br/>It's ok 뻔하디 뻔하게 노는 건 <br/>이제 지겹잖아<br/>It's nothing 나를 못 막아 <br/>오늘 집에 들어갈 생각은 nothing<br/>It's great 놀기 딱 좋은 날씨네 <br/>나는 여기서 죽어도 여한이 없어<br/>It's cool 내가 지나가는 여기저기 <br/>거기 아니 우리끼리 party<br/>매일 똑같은 하루<br/>하루를 살아가<br/>오늘만은 너만의<br/>하루를 살아봐<br/>오늘 같은 날 we get the party<br/>신경 쓰지 마 we get the moment<br/>오늘 밤은 날아 <br/>나와 집에 가지 마 yeah<br/>오늘 밤도 party time <br/>늘 곁에 있어 my baby<br/>걱정하지 마 already <br/>준비됐어 ride yeah<br/>oh bye yeah 집에 있는 애들은 <br/>다음 생에 봐 yeah<br/>We get the party oh oh<br/>We get the party oh oh yeah<br/>We get the party oh oh<br/>We get the party oh oh yeah yeah<br/>목적지는 없어도 돼<br/>오늘 바로 ride don't stop and poppin’<br/>걱정은 안 해도 돼<br/>가는 곳이 Hot place 따라오는 Trendy<br/>오늘이 날이야 날이면 날마다<br/>오는 날이 아니야 다 같이 모여 hands up<br/>난 Digging diggin with my friends<br/>bigging bigging with everytime<br/>간만에 물 만났어<br/>오늘이 아니고 내일도 매일이 Party day<br/>나의 Birthday 내 Birthday는 마찬가지로<br/>오늘이 아니고 매일이 Party day<br/>나는 allday 이 날은 항상 <br/>부모님께 감사하며 살아 but<br/>난 매일매일이 Birthday이니 매일매일<br/>부모님께 감사하며 살아 yeah yeah<br/>매일 똑같은 하루<br/>하루를 살아가<br/>오늘만은 너만의<br/>하루를 살아봐<br/>오늘 같은 날 we get the party<br/>신경 쓰지 마 we get the moment<br/>오늘 밤은 날아 나와 집에 가지마 yeah<br/>오늘 밤도 Party time <br/>늘 곁에 있어 My baby<br/>걱정하지마 already <br/>준비 됐어 ride yeah<br/>Oh bye yeah <br/>집에 있는 애들은 다음 생에 봐<br/>We get the party oh oh<br/>We get the party oh oh yeah<br/>We get the party oh oh<br/>We get the party oh oh yeah yeah<br/>We get the party oh oh<br/>내일은 신경쓰지마 We get the moment<br/>We get the party oh oh<br/>우리가 가는 곳이 Hot place <br/>따라오는 Trendy ya ya<br/>
"
